0,747.187,30.0,ethane
0,747.187,28.0,ethene
0,747.187,26.0,ethyne
1,751.547,30.0,ethane
1,751.547,28.0,ethene
1,751.547,26.0,ethyne
2,nan,30.0,ethane
2,nan,28.0,ethene
2,nan,13.0,ethyne
3,nan,30.0,ethane
3,nan,28.0,ethene
3,nan,13.0,ethyne
4,nan,30.0,ethane
4,nan,28.0,ethene
4,nan,13.0,ethyne
5,nan,30.0,ethane
5,nan,28.0,ethene
5,nan,13.0,ethyne
6,nan,30.0,ethane
6,nan,28.0,ethene
6,nan,13.0,ethyne
7,nan,30.0,ethane
7,nan,28.0,ethene
7,nan,13.0,ethyne
8,nan,30.0,ethane
8,nan,28.0,ethene
8,nan,13.0,ethyne
9,nan,30.0,ethane
9,nan,28.0,ethene
9,nan,13.0,ethyne
10,nan,30.0,ethane
10,nan,28.0,ethene
10,nan,13.0,ethyne
11,nan,30.0,ethane
11,nan,28.0,ethene
11,nan,13.0,ethyne
12,nan,30.0,ethane
12,nan,28.0,ethene
12,nan,13.0,ethyne
13,nan,30.0,ethane
13,nan,28.0,ethene
13,nan,13.0,ethyne
14,nan,30.0,ethane
14,nan,28.0,ethene
14,nan,13.0,ethyne
15,nan,30.0,ethane
15,nan,28.0,ethene
15,nan,13.0,ethyne
16,nan,30.0,ethane
16,nan,28.0,ethene
16,nan,13.0,ethyne
17,nan,30.0,ethane
17,nan,28.0,ethene
17,nan,13.0,ethyne
18,nan,30.0,ethane
18,nan,28.0,ethene
18,nan,13.0,ethyne
19,nan,30.0,ethane
19,nan,28.0,ethene
19,nan,13.0,ethyne
20,nan,30.0,ethane
20,nan,28.0,ethene
20,nan,13.0,ethyne
21,nan,30.0,ethane
21,nan,28.0,ethene
21,nan,13.0,ethyne
22,nan,30.0,ethane
22,nan,28.0,ethene
22,nan,13.0,ethyne
23,nan,30.0,ethane
23,nan,28.0,ethene
23,nan,13.0,ethyne
24,nan,30.0,ethane
24,nan,28.0,ethene
24,nan,13.0,ethyne
25,nan,30.0,ethane
25,nan,28.0,ethene
25,nan,13.0,ethyne
26,nan,30.0,ethane
26,nan,28.0,ethene
26,nan,13.0,ethyne
27,nan,30.0,ethane
27,nan,28.0,ethene
27,nan,13.0,ethyne
28,nan,30.0,ethane
28,nan,28.0,ethene
28,nan,13.0,ethyne
29,nan,30.0,ethane
29,nan,28.0,ethene
29,nan,13.0,ethyne
30,nan,30.0,ethane
30,nan,28.0,ethene
30,nan,13.0,ethyne
31,nan,30.0,ethane
31,nan,28.0,ethene
31,nan,13.0,ethyne
32,nan,30.0,ethane
32,nan,28.0,ethene
32,nan,13.0,ethyne
33,nan,30.0,ethane
33,nan,28.0,ethene
33,nan,13.0,ethyne
34,nan,30.0,ethane
34,nan,28.0,ethene
34,nan,13.0,ethyne
35,nan,30.0,ethane
35,nan,28.0,ethene
35,nan,13.0,ethyne
36,nan,30.0,ethane
36,nan,28.0,ethene
36,nan,13.0,ethyne
37,nan,30.0,ethane
37,nan,28.0,ethene
37,nan,13.0,ethyne
38,nan,30.0,ethane
38,nan,28.0,ethene
38,nan,13.0,ethyne
39,nan,30.0,ethane
39,nan,28.0,ethene
39,nan,13.0,ethyne
40,nan,30.0,ethane
40,nan,28.0,ethene
40,nan,13.0,ethyne
41,nan,30.0,ethane
41,nan,28.0,ethene
41,nan,13.0,ethyne
42,nan,30.0,ethane
42,nan,28.0,ethene
42,nan,13.0,ethyne
43,nan,30.0,ethane
43,nan,28.0,ethene
43,nan,13.0,ethyne
44,nan,30.0,ethane
44,nan,28.0,ethene
44,nan,13.0,ethyne
45,nan,30.0,ethane
45,nan,28.0,ethene
45,nan,13.0,ethyne
46,nan,30.0,ethane
46,nan,28.0,ethene
46,nan,13.0,ethyne
47,nan,30.0,ethane
47,nan,28.0,ethene
47,nan,13.0,ethyne
48,nan,30.0,ethane
48,nan,28.0,ethene
48,nan,13.0,ethyne
49,nan,30.0,ethane
49,nan,28.0,ethene
49,nan,13.0,ethyne
50,nan,30.0,ethane
50,nan,28.0,ethene
50,nan,13.0,ethyne
51,nan,30.0,ethane
51,nan,28.0,ethene
51,nan,13.0,ethyne
52,nan,30.0,ethane
52,nan,28.0,ethene
52,nan,13.0,ethyne
53,nan,30.0,ethane
53,nan,28.0,ethene
53,nan,13.0,ethyne
54,nan,30.0,ethane
54,nan,28.0,ethene
54,nan,13.0,ethyne
55,nan,30.0,ethane
55,nan,28.0,ethene
55,nan,13.0,ethyne
56,nan,30.0,ethane
56,nan,28.0,ethene
56,nan,13.0,ethyne
57,nan,30.0,ethane
57,nan,28.0,ethene
57,nan,13.0,ethyne
58,nan,30.0,ethane
58,nan,28.0,ethene
58,nan,13.0,ethyne
59,nan,30.0,ethane
59,nan,28.0,ethene
59,nan,13.0,ethyne
60,nan,30.0,ethane
60,nan,28.0,ethene
60,nan,13.0,ethyne
61,nan,30.0,ethane
61,nan,28.0,ethene
61,nan,13.0,ethyne
62,nan,30.0,ethane
62,nan,28.0,ethene
62,nan,13.0,ethyne
63,nan,30.0,ethane
63,nan,28.0,ethene
63,nan,13.0,ethyne
64,nan,30.0,ethane
64,nan,28.0,ethene
64,nan,13.0,ethyne
65,nan,30.0,ethane
65,nan,28.0,ethene
65,nan,13.0,ethyne
66,nan,30.0,ethane
66,nan,28.0,ethene
66,nan,13.0,ethyne
